und_infl_adj_fs,width_mm_fs,asp_rat_adj_fs,ld_ind_fs,spd_rat_fs,roll_res_fs
-0.053,-0.172,0.326,0.002,0.313,-0.002
0.054,0.194,-0.427,0.24,0.189,0.047
-0.452,-0.362,-0.266,-0.292,-0.367,-0.04
-0.181,0.497,0.084,-0.294,0.315,0.039
-0.047,0.04,0.216,0.355,-0.499,0.0
-0.403,-0.393,0.065,-0.153,-0.207,-0.037
0.145,-0.124,-0.45,-0.144,0.168,0.057
0.463,-0.24,0.022,-0.476,-0.386,0.008
-0.194,0.133,-0.291,0.125,0.302,0.037
0.036,-0.446,-0.301,0.384,0.36,-0.001
0.098,-0.461,-0.081,-0.279,0.006,0.003
-0.481,0.409,-0.48,0.138,-0.123,0.037
-0.017,-0.05,0.362,0.438,0.112,0.045
-0.212,-0.343,0.373,0.436,0.25,-0.026
-0.014,0.016,0.231,-0.409,0.194,0.04
0.409,-0.37,0.362,-0.064,-0.315,0.011
0.081,-0.057,-0.341,-0.038,-0.431,0.055
0.234,0.084,-0.331,-0.481,0.189,0.054
-0.247,0.053,-0.386,0.108,-0.058,0.037
-0.093,0.406,-0.142,-0.477,-0.155,0.031
0.25,-0.311,0.22,0.064,-0.357,0.011
-0.239,-0.115,0.311,-0.245,-0.495,-0.009
-0.278,0.431,-0.465,-0.331,0.336,0.03
-0.266,-0.299,0.192,-0.391,-0.113,-0.028
-0.499,-0.136,-0.014,-0.056,-0.449,-0.016
0.286,-0.32,0.033,-0.089,-0.332,0.007
0.339,0.143,0.091,-0.184,-0.06,0.066
-0.184,-0.148,-0.273,0.062,0.369,-0.026
-0.092,0.348,-0.106,0.194,0.015,0.037
0.208,-0.399,-0.224,-0.196,0.081,0.006
-0.033,0.301,0.418,0.495,-0.442,0.029
0.459,0.362,0.407,-0.312,0.253,0.068
-0.356,0.155,0.176,0.343,-0.499,-0.012
0.476,0.088,-0.24,-0.38,0.18,0.054
-0.341,0.301,0.193,0.486,-0.204,0.044
0.397,0.07,0.277,0.073,-0.075,0.074
0.279,0.439,0.4,0.266,0.238,0.074
-0.142,0.086,-0.041,-0.328,-0.172,0.03
0.274,0.281,0.053,0.369,0.307,0.072
0.257,0.213,0.418,0.289,-0.414,0.071
0.344,0.157,0.24,-0.205,0.101,0.068
0.235,0.011,-0.217,0.373,-0.299,0.06
-0.411,-0.049,0.488,-0.329,-0.253,0.04
-0.056,0.347,-0.417,-0.398,0.315,0.031
0.473,-0.449,-0.441,0.338,-0.366,0.007
-0.347,-0.22,-0.304,0.12,-0.129,-0.034
0.306,-0.472,0.431,-0.237,-0.313,0.008
-0.117,0.337,-0.105,0.026,-0.31,0.037
0.326,0.285,-0.09,-0.287,0.204,0.054
0.252,-0.357,-0.418,-0.056,0.448,0.009
0.459,0.105,0.339,-0.113,-0.232,0.074
-0.3,-0.46,0.394,0.332,0.124,-0.034
0.199,-0.432,0.034,0.134,-0.439,0.006
-0.431,0.483,0.477,0.076,-0.087,0.045
-0.167,0.363,-0.356,0.177,0.493,0.037
-0.41,0.325,0.004,-0.363,-0.36,0.031
-0.404,0.252,0.422,-0.288,-0.077,0.04
-0.288,0.364,-0.432,0.101,-0.057,0.037
0.119,0.416,0.355,0.044,0.26,0.07
0.025,0.061,0.345,-0.302,-0.03,0.051
-0.473,-0.383,-0.34,0.457,-0.361,-0.037
0.395,0.485,0.235,-0.08,0.163,0.074
-0.264,0.045,-0.476,-0.205,0.466,0.03
0.153,0.399,-0.316,0.387,-0.321,0.058
0.028,0.192,0.239,-0.279,0.429,0.05
0.394,-0.09,0.101,-0.106,-0.05,0.076
0.486,0.011,0.168,0.489,0.4,0.074
-0.488,-0.081,0.18,0.498,0.03,0.048
-0.157,0.345,-0.469,0.286,0.039,0.037
0.361,0.209,0.488,0.305,-0.27,0.072
-0.466,-0.108,0.214,-0.298,0.058,0.042
0.23,0.332,0.165,-0.297,0.067,0.068
-0.187,0.212,0.279,-0.019,-0.117,0.045
0.356,0.004,-0.073,-0.235,-0.229,0.054
0.081,0.187,-0.009,0.441,-0.112,0.06
-0.226,0.229,0.415,0.315,-0.371,0.044
0.277,0.112,-0.074,0.495,0.052,0.063
-0.365,-0.494,0.326,0.048,0.484,-0.034
0.071,-0.485,-0.323,-0.418,0.188,0.002
0.331,0.019,-0.091,-0.092,0.324,0.063
0.214,0.388,-0.489,0.249,-0.206,0.061
0.285,0.364,-0.276,0.066,-0.234,0.063
0.204,-0.493,-0.133,-0.177,0.335,0.006
0.181,0.143,0.424,0.294,0.233,0.072
-0.269,0.487,-0.242,0.5,0.134,0.037
-0.015,-0.02,0.45,0.128,0.348,0.045
-0.328,-0.128,-0.262,-0.046,-0.469,-0.016
0.399,-0.13,0.05,0.355,0.386,0.076
0.169,-0.362,0.046,0.16,-0.481,-0.028
0.182,-0.027,0.435,-0.074,0.227,0.072
0.052,-0.197,0.486,-0.083,0.498,0.003
-0.254,-0.229,0.194,0.45,0.012,-0.026
-0.168,-0.442,-0.282,-0.041,0.098,-0.024
-0.018,0.393,-0.244,0.046,-0.336,0.037
0.349,0.071,0.052,0.417,0.388,0.072
-0.499,-0.174,0.356,-0.021,-0.348,-0.031
-0.261,-0.221,-0.41,0.272,0.131,-0.026
0.159,-0.249,-0.126,0.077,-0.328,0.006
0.33,-0.21,0.229,-0.413,0.149,0.014
-0.159,0.31,-0.238,-0.151,-0.441,0.012
0.397,0.25,-0.45,-0.294,-0.041,0.054
0.026,0.246,-0.245,0.111,0.327,0.047
-0.292,0.269,-0.017,0.125,0.334,0.037
-0.078,-0.091,-0.2,-0.247,-0.383,0.027
-0.074,-0.13,0.326,-0.471,0.112,0.043
0.024,-0.041,0.315,0.28,0.195,0.045
0.281,-0.239,0.068,0.292,0.367,0.012
0.354,0.391,0.221,-0.266,-0.298,0.064
0.039,-0.267,-0.067,-0.316,0.269,-0.003
-0.301,-0.117,-0.127,0.389,-0.122,0.041
-0.112,-0.338,-0.256,0.263,-0.334,-0.024
-0.324,0.351,-0.171,0.314,0.185,0.037
-0.245,0.174,-0.268,-0.061,0.118,0.037
-0.199,-0.011,-0.082,0.433,0.414,0.037
-0.336,0.346,-0.145,0.081,-0.106,0.037
0.487,0.012,-0.186,-0.423,-0.276,0.052
-0.178,-0.216,0.366,-0.289,0.12,-0.025
0.325,-0.125,-0.237,-0.366,0.329,0.057
-0.008,0.091,-0.051,-0.307,-0.414,0.012
-0.432,-0.293,-0.04,-0.193,-0.186,-0.039
0.471,0.139,0.044,-0.103,0.306,0.063
-0.057,-0.404,0.461,-0.465,0.303,0.0
0.411,0.242,0.149,0.306,-0.052,0.072
0.3,0.399,-0.131,0.395,-0.237,0.063
0.494,0.307,-0.07,0.05,-0.395,0.058
0.012,-0.088,-0.184,-0.278,0.114,0.033
-0.466,-0.187,0.008,0.054,-0.235,-0.033
-0.233,0.049,0.124,-0.498,-0.421,0.024
0.232,0.077,0.406,0.197,-0.079,0.074
-0.282,0.009,0.171,0.268,-0.336,0.044
0.03,-0.121,-0.475,0.189,0.141,0.051
0.275,-0.002,0.024,-0.036,0.068,0.063
0.078,-0.101,-0.271,0.299,0.119,0.066
0.157,0.086,-0.478,-0.088,-0.274,0.059
0.088,0.263,0.41,0.206,-0.465,0.031
0.277,-0.415,0.139,0.363,-0.362,0.01
-0.089,-0.239,-0.166,-0.416,-0.17,-0.004
0.12,0.482,0.252,-0.088,0.348,0.07
-0.494,0.12,-0.014,-0.216,-0.143,0.03
0.02,-0.406,-0.363,-0.042,-0.399,-0.013
-0.335,0.319,-0.186,0.369,-0.051,0.037
-0.393,0.166,0.082,-0.232,-0.246,0.039
-0.436,-0.331,-0.402,0.012,-0.321,-0.037
-0.307,-0.02,-0.13,0.175,0.327,0.037
-0.001,-0.26,0.435,-0.482,0.068,0.0
-0.081,0.173,0.497,0.487,0.284,0.045
0.274,-0.183,-0.117,0.436,0.257,0.011
-0.007,0.034,0.159,0.099,0.45,0.044
0.047,0.347,0.468,-0.319,0.465,0.051
0.153,-0.359,0.249,0.408,0.188,0.011
-0.187,-0.178,-0.488,-0.074,-0.352,-0.026
-0.202,-0.272,-0.452,0.229,-0.243,-0.03
-0.307,-0.483,0.455,-0.421,0.202,-0.036
0.336,0.405,0.343,0.149,0.095,0.074
-0.463,-0.191,0.014,-0.328,-0.323,-0.036
0.139,0.134,0.246,0.001,-0.233,0.072
-0.411,-0.485,0.172,0.125,-0.349,-0.035
0.499,0.069,0.409,-0.347,0.056,0.068
-0.378,0.123,-0.177,-0.234,-0.384,0.025
-0.471,0.419,-0.348,-0.231,-0.066,0.03
-0.255,0.02,-0.308,-0.02,-0.266,0.037
0.376,0.096,0.018,-0.161,0.285,0.054
-0.081,-0.337,0.063,0.016,0.078,-0.002
-0.25,-0.144,-0.011,-0.131,0.275,-0.028
0.332,0.158,0.409,0.084,-0.355,0.071
-0.42,0.303,0.183,-0.263,0.478,0.039
-0.021,0.192,-0.404,0.306,0.116,0.037
-0.489,0.451,-0.086,-0.069,-0.231,0.037
-0.086,-0.284,-0.253,-0.346,0.038,-0.004
-0.112,-0.176,0.221,-0.053,-0.321,-0.019
-0.026,-0.304,0.489,-0.233,0.468,-0.004
-0.201,-0.02,0.261,-0.445,0.244,0.041
-0.276,-0.028,0.073,0.308,0.478,0.044
-0.048,0.131,0.21,-0.436,-0.322,0.039
-0.233,-0.486,-0.316,-0.396,0.247,-0.032
0.181,-0.428,-0.049,0.201,-0.332,0.007
0.076,0.227,0.029,0.252,0.356,0.06
0.461,-0.064,-0.48,-0.439,-0.216,0.054
-0.406,0.119,0.43,-0.307,0.388,0.04
-0.441,0.171,0.228,0.194,0.204,0.044
0.264,-0.466,0.467,-0.154,-0.214,0.01
0.269,0.462,0.337,-0.228,0.326,0.068
-0.136,-0.388,0.212,-0.326,-0.223,-0.023
-0.391,0.494,-0.233,-0.484,-0.259,0.031
0.181,-0.022,-0.138,0.207,-0.217,0.061
0.131,0.073,0.289,0.464,0.25,0.072
0.005,0.306,-0.193,-0.022,0.053,0.037
0.002,0.23,-0.418,-0.02,0.318,0.037
0.365,0.112,-0.09,-0.173,0.291,0.054
0.493,-0.496,-0.317,-0.447,-0.15,0.01
-0.395,-0.181,0.315,0.263,-0.423,-0.038
0.054,-0.059,0.111,-0.315,-0.393,0.047
-0.389,-0.239,0.365,-0.093,0.268,-0.034
-0.491,0.156,-0.407,0.469,-0.134,0.037
-0.007,0.492,0.061,0.295,0.137,0.044
0.235,-0.089,0.317,-0.474,0.082,0.07
0.472,0.175,-0.439,0.048,-0.484,0.02
0.384,0.068,-0.225,-0.003,-0.009,0.063
-0.321,-0.071,-0.121,-0.064,0.275,0.041
0.2,0.172,-0.229,-0.182,-0.454,0.021
-0.02,0.339,-0.198,0.363,0.017,0.037
0.186,0.343,0.119,0.083,-0.149,0.07
-0.157,-0.243,-0.128,0.232,-0.291,-0.024
0.364,-0.442,-0.344,0.204,0.194,0.009
-0.401,0.1,-0.206,-0.459,0.026,0.031
-0.139,0.489,-0.207,-0.251,0.231,0.03
0.421,-0.219,0.012,0.251,0.286,0.009
-0.295,0.232,0.429,0.207,0.464,0.045
0.053,-0.395,0.063,0.243,0.478,0.002
0.25,0.389,-0.054,0.039,0.082,0.063
0.179,-0.031,-0.493,0.415,0.39,0.061
0.138,0.126,0.102,0.012,-0.346,0.067
0.274,0.283,-0.03,0.036,-0.475,0.028
0.074,-0.213,0.258,-0.198,-0.157,0.001
-0.313,-0.061,0.473,0.492,0.284,0.045
0.189,-0.117,-0.144,-0.339,-0.396,0.05
0.038,-0.244,0.153,-0.049,0.426,0.002
0.07,0.215,-0.11,0.027,-0.243,0.047
-0.372,0.345,0.444,-0.137,-0.115,0.04
-0.088,0.086,-0.154,0.248,-0.209,0.037
0.101,0.41,0.06,0.491,-0.285,0.066
-0.166,-0.379,-0.416,-0.068,0.294,-0.024
-0.416,0.31,-0.085,-0.135,0.172,0.03
0.333,-0.111,-0.408,-0.04,0.079,0.066
-0.05,-0.154,0.157,-0.016,0.106,-0.002
-0.499,-0.347,-0.461,-0.361,-0.27,-0.04
0.209,-0.472,0.372,0.462,-0.364,0.011
-0.327,0.142,-0.256,0.275,0.327,0.037
0.311,-0.205,0.288,0.251,0.27,0.013
0.046,-0.226,-0.236,0.064,-0.138,-0.001
0.196,-0.065,0.285,-0.349,0.475,0.065
-0.168,-0.232,0.182,-0.402,0.011,-0.022
-0.268,-0.226,0.311,-0.058,-0.456,-0.066
0.374,-0.072,0.179,-0.019,-0.338,0.073
-0.34,0.109,0.195,-0.324,0.031,0.039
0.404,0.015,-0.276,-0.316,-0.015,0.054
-0.051,-0.304,0.161,-0.015,-0.188,-0.002
0.4,0.081,-0.432,-0.302,-0.173,0.054
-0.212,0.349,0.071,-0.499,-0.19,0.04
0.414,0.149,0.151,-0.335,0.419,0.068
-0.31,-0.147,-0.147,0.328,-0.32,-0.034
-0.402,-0.148,0.122,-0.294,0.494,-0.034
0.081,-0.225,0.295,-0.44,-0.201,0.012
0.292,-0.059,0.446,-0.286,-0.124,0.068
0.244,0.115,0.095,0.353,-0.33,0.069
-0.029,0.089,0.251,-0.051,0.48,0.045
0.132,-0.02,0.447,0.162,0.126,0.072
0.418,-0.318,0.4,-0.167,-0.378,0.008
-0.366,-0.053,-0.426,-0.261,-0.139,0.03
0.359,-0.357,0.207,0.216,0.348,0.013
-0.443,0.39,0.083,0.294,0.012,0.044
-0.094,0.353,0.201,-0.423,0.463,0.04
0.244,-0.242,-0.36,0.252,0.007,0.009
-0.306,-0.082,0.035,-0.042,0.283,0.041
-0.044,-0.106,-0.14,-0.47,-0.104,0.034
-0.244,0.153,-0.326,0.323,-0.043,0.037
-0.099,-0.121,0.127,0.3,-0.43,0.031
-0.173,-0.295,-0.268,0.137,-0.116,-0.024
0.408,0.459,0.343,0.078,0.058,0.074
-0.308,0.071,0.376,0.383,0.342,0.045
0.216,-0.235,-0.385,-0.249,0.166,0.006
-0.157,0.145,-0.465,-0.415,-0.142,0.031
-0.495,-0.09,-0.066,0.09,-0.271,0.04
0.11,0.108,0.445,-0.001,0.219,0.07
0.192,0.067,0.32,0.494,0.009,0.072
-0.089,-0.14,0.459,0.05,-0.269,-0.002
0.378,-0.197,0.382,-0.193,0.432,0.012
-0.373,-0.324,-0.085,0.116,-0.051,-0.037
-0.473,0.295,-0.195,0.132,0.251,0.037
-0.152,-0.41,0.359,-0.355,0.206,-0.022
-0.037,-0.198,0.376,0.402,-0.375,-0.002
-0.04,-0.025,0.405,0.259,0.451,0.045
-0.47,-0.083,-0.356,0.412,-0.223,0.041
0.268,0.335,-0.449,0.439,-0.225,0.063
0.133,-0.071,0.07,0.415,0.196,0.076
0.119,0.475,0.293,0.116,-0.369,0.067
-0.124,0.179,0.201,-0.36,0.001,0.04
-0.044,0.219,0.222,0.428,0.299,0.044
0.094,0.237,-0.304,0.263,-0.473,0.023
-0.391,0.302,0.417,-0.01,-0.467,-0.011
0.25,0.161,-0.341,-0.337,-0.45,0.022
-0.151,-0.497,0.277,0.026,-0.423,-0.027
0.292,-0.135,-0.499,0.449,0.423,0.066
0.184,-0.178,-0.227,-0.189,-0.388,0.005
0.284,0.424,0.382,-0.201,-0.453,0.033
0.355,0.248,0.047,0.085,0.081,0.063
0.239,0.193,0.013,0.111,0.218,0.063
-0.481,0.222,-0.397,0.118,0.242,0.037
-0.106,0.145,0.331,-0.497,0.021,0.041
0.316,0.221,-0.243,0.432,0.075,0.063
0.287,-0.469,-0.322,-0.408,-0.376,0.008
0.103,-0.417,-0.061,0.183,-0.215,0.007
0.163,0.362,0.29,-0.475,-0.081,0.065
-0.098,-0.425,-0.199,-0.16,0.224,-0.008
0.24,0.393,-0.248,0.248,0.192,0.063
-0.251,0.439,-0.064,-0.028,0.372,0.037
0.41,-0.297,-0.229,-0.226,0.474,0.006
0.092,0.132,-0.456,0.294,0.048,0.06
0.339,-0.345,-0.276,0.291,-0.228,0.009
0.455,-0.317,-0.3,0.361,-0.303,0.007
0.083,-0.45,-0.433,-0.067,0.353,0.006
0.393,0.298,-0.158,0.415,-0.418,0.058
0.462,-0.139,-0.251,-0.143,0.252,0.008
0.392,0.258,0.416,0.087,0.04,0.074
0.05,-0.348,0.164,0.245,0.325,0.002
-0.472,0.438,-0.268,0.18,0.037,0.037
0.088,0.339,-0.051,-0.297,0.063,0.052
0.335,0.344,-0.268,0.216,0.493,0.063
-0.297,0.194,-0.114,-0.461,0.264,0.031
-0.256,-0.465,-0.331,-0.455,-0.223,-0.032
-0.114,0.319,0.35,0.298,-0.17,0.045
-0.385,0.216,-0.179,0.344,0.234,0.037
-0.012,-0.175,0.314,-0.221,0.287,-0.004
-0.069,-0.071,0.422,-0.424,-0.093,0.043
-0.022,-0.256,0.128,0.404,0.131,-0.002
0.245,-0.044,-0.376,-0.437,0.416,0.054
0.16,0.083,-0.116,-0.188,0.047,0.052
0.324,-0.403,-0.358,-0.197,-0.101,0.006
0.273,0.399,-0.486,0.3,0.033,0.063
-0.441,0.145,0.475,0.349,0.113,0.045
-0.116,0.061,-0.005,0.175,-0.347,0.037
0.464,0.382,-0.409,-0.293,0.101,0.054
-0.029,-0.064,-0.033,-0.343,0.114,0.031
-0.338,-0.087,-0.314,-0.491,0.34,0.034
0.279,-0.081,0.482,-0.476,0.477,0.07
-0.234,0.2,-0.474,-0.404,-0.369,0.031
-0.31,0.033,-0.436,0.47,-0.259,0.037
0.193,0.037,-0.446,0.346,-0.471,0.027
0.347,0.239,-0.444,-0.327,-0.117,0.054
0.022,-0.449,0.133,0.429,-0.206,-0.002
0.14,-0.11,-0.099,-0.391,-0.494,0.013
-0.218,0.285,0.109,0.228,0.138,0.044
-0.464,-0.203,-0.05,-0.257,0.065,-0.037
0.019,0.088,0.043,-0.005,-0.409,0.019
-0.386,0.488,0.018,-0.185,-0.452,-0.022
-0.225,0.058,0.373,0.178,-0.49,-0.008
0.445,-0.366,-0.099,-0.479,0.152,0.01
-0.021,-0.108,0.058,-0.383,0.05,0.043
0.342,-0.334,0.019,0.446,-0.44,0.006
0.236,-0.359,-0.082,0.201,0.312,0.009
-0.389,-0.486,-0.481,-0.41,0.424,-0.04
0.407,-0.497,-0.318,-0.319,0.122,0.006
-0.395,-0.19,-0.055,0.325,-0.232,-0.034
0.217,0.328,-0.383,-0.291,0.108,0.052
-0.43,-0.427,-0.15,0.063,-0.229,-0.037
-0.402,0.214,0.092,-0.111,-0.144,0.044
0.287,0.079,0.027,-0.054,-0.376,0.058
-0.4,-0.096,0.249,0.485,0.076,0.048
0.267,0.437,-0.482,0.362,0.22,0.063
0.128,-0.079,0.132,0.467,-0.386,0.071
-0.01,0.412,-0.11,0.013,-0.344,0.037
-0.124,0.221,-0.349,0.227,0.367,0.037
-0.084,-0.036,0.085,0.038,0.495,0.044
-0.471,-0.224,-0.114,-0.234,0.145,-0.037
-0.223,0.433,0.073,0.226,-0.087,0.044
-0.346,0.024,-0.376,-0.241,-0.092,0.03
-0.338,0.285,0.215,-0.07,0.325,0.044
-0.36,-0.1,0.434,0.07,0.39,0.048
-0.193,-0.422,-0.043,0.428,-0.461,-0.072
0.034,0.416,0.283,0.478,0.112,0.055
0.061,0.204,0.091,-0.331,-0.45,0.011
-0.091,0.193,-0.334,0.342,-0.061,0.037
-0.339,-0.352,0.181,0.054,-0.042,-0.034
-0.379,0.09,0.032,-0.428,0.306,0.031
-0.175,-0.215,-0.246,0.099,-0.384,-0.029
-0.229,-0.421,-0.336,0.392,0.01,-0.03
-0.118,-0.295,0.359,0.157,0.346,-0.02
-0.078,-0.166,-0.217,-0.226,-0.207,-0.008
0.369,0.082,-0.02,0.157,0.233,0.063
-0.248,0.342,0.075,0.497,0.442,0.044
0.355,-0.372,0.349,0.425,0.484,0.013
-0.401,-0.008,-0.008,-0.127,0.48,0.037
0.251,-0.043,-0.455,0.022,0.258,0.063
0.304,-0.423,0.114,-0.143,0.422,0.009
0.359,-0.009,-0.253,0.047,0.115,0.063
-0.495,0.395,0.379,-0.021,-0.309,0.044
0.293,0.312,-0.474,-0.406,-0.332,0.052
-0.251,0.228,-0.033,0.147,-0.104,0.037
0.373,0.272,0.048,-0.124,0.019,0.063
-0.362,-0.277,0.225,0.391,-0.168,-0.034
0.206,0.305,0.202,-0.319,-0.312,0.062
0.069,0.324,0.33,-0.074,0.166,0.055
-0.41,-0.056,-0.472,-0.361,-0.39,0.026
-0.252,0.155,0.472,-0.121,0.463,0.045
0.21,-0.165,-0.433,-0.448,0.028,0.012
0.189,-0.043,0.005,-0.073,-0.3,0.058
0.26,0.492,-0.453,0.276,0.337,0.063
0.111,-0.486,0.491,0.133,-0.012,0.011
0.444,-0.267,-0.174,-0.485,0.029,0.01
0.154,0.208,0.168,-0.416,-0.337,0.062
0.278,0.177,0.383,-0.281,0.224,0.068
0.141,0.226,0.059,-0.023,0.149,0.07
-0.327,0.313,0.25,-0.121,0.061,0.045
0.214,0.279,-0.204,0.272,-0.179,0.061
-0.297,-0.43,0.183,-0.188,0.022,-0.037
0.478,-0.018,0.234,-0.381,0.424,0.068
0.137,-0.071,0.342,0.156,0.049,0.078
-0.329,-0.259,0.134,0.171,-0.284,-0.035
-0.356,0.259,0.119,0.333,0.243,0.044
0.2,-0.093,0.233,-0.168,0.091,0.07
-0.471,-0.074,0.492,-0.135,-0.183,0.043
0.181,0.071,0.183,0.017,0.268,0.072
-0.177,0.295,0.436,-0.483,-0.164,0.041
0.061,-0.015,0.313,-0.103,0.19,0.055
0.092,-0.392,0.457,-0.493,-0.417,0.01
0.287,0.424,-0.301,-0.371,0.451,0.054
0.222,-0.143,0.205,0.413,-0.127,0.014
-0.183,-0.427,-0.159,0.214,-0.327,-0.03
0.49,-0.291,0.069,0.06,0.003,0.012
-0.414,0.442,-0.447,0.304,0.313,0.037
-0.134,-0.195,-0.262,0.387,-0.342,-0.022
0.415,0.194,-0.211,-0.348,0.469,0.054
0.459,-0.03,-0.266,0.1,-0.418,0.058
0.237,-0.283,-0.194,0.419,0.387,0.009
-0.17,0.008,0.342,-0.037,0.425,0.045
0.248,0.451,0.259,-0.296,-0.432,0.064
-0.366,-0.268,-0.309,-0.226,0.383,-0.04
-0.409,0.1,-0.381,0.287,0.347,0.037
0.057,-0.215,-0.4,0.424,0.339,-0.001
-0.177,-0.072,-0.441,0.171,0.207,0.041
0.388,0.415,-0.449,0.22,-0.395,0.058
0.208,-0.417,0.056,0.349,0.471,0.012
-0.465,-0.031,0.336,-0.217,-0.282,0.039
0.087,-0.262,-0.006,0.254,0.082,0.006
-0.388,0.332,0.323,-0.059,0.039,0.045
-0.269,0.215,0.445,-0.206,-0.424,0.024
0.42,0.226,-0.283,-0.204,0.306,0.054
-0.087,-0.331,-0.415,-0.303,0.318,-0.008
-0.048,0.225,0.229,0.243,-0.277,0.044
-0.463,-0.318,-0.444,-0.159,-0.242,-0.04
0.066,-0.249,-0.486,-0.438,-0.15,0.002
-0.217,-0.252,-0.207,-0.412,0.48,-0.032
-0.182,-0.409,0.485,0.233,-0.1,-0.026
-0.427,-0.403,-0.405,0.297,0.449,-0.037
0.353,0.015,0.125,-0.475,-0.452,0.033
-0.293,0.38,-0.25,0.279,-0.009,0.037
0.023,-0.297,-0.245,0.417,0.167,-0.006
-0.087,0.482,0.09,-0.226,0.264,0.039
-0.013,-0.01,-0.245,0.089,0.259,0.037
0.014,0.474,-0.276,0.376,-0.145,0.037
0.292,-0.273,-0.339,-0.211,0.187,0.006
0.428,0.303,-0.416,-0.238,-0.448,0.022
0.352,0.261,-0.474,-0.411,0.103,0.054
0.343,0.169,0.403,0.27,0.029,0.074
-0.011,0.464,-0.283,0.362,-0.229,0.037
-0.433,-0.136,0.458,-0.249,-0.284,0.041
-0.335,-0.36,-0.415,0.186,0.26,-0.037
-0.415,0.338,-0.198,-0.481,0.313,0.031
0.374,0.288,-0.316,0.117,-0.337,0.06
-0.46,0.493,0.239,0.209,-0.083,0.044
0.083,-0.435,-0.113,0.159,0.387,0.006
0.141,0.076,0.041,0.011,0.467,0.061
-0.2,0.438,0.086,0.499,-0.416,0.028
0.107,0.36,-0.018,-0.484,0.472,0.052
-0.105,-0.425,0.129,-0.13,-0.333,-0.021
-0.127,0.387,-0.281,0.498,0.031,0.037
-0.074,0.172,0.373,0.053,-0.232,0.045
0.103,0.157,-0.195,0.492,-0.35,0.057
0.401,-0.375,-0.24,-0.195,-0.205,0.006
-0.338,-0.314,-0.37,0.074,-0.067,-0.037
-0.222,0.029,-0.114,-0.337,0.172,0.031
-0.203,0.103,0.086,-0.01,-0.134,0.044
-0.426,-0.311,0.201,0.178,-0.186,-0.034
-0.286,-0.351,-0.341,0.195,-0.052,-0.037
-0.231,0.45,-0.255,-0.164,-0.233,0.03
-0.444,0.236,0.249,0.116,-0.111,0.044
-0.269,0.13,0.192,0.218,-0.186,0.044
0.105,-0.48,0.153,0.371,0.481,0.011
-0.287,0.123,0.101,0.236,-0.067,0.044
-0.23,-0.175,0.151,-0.101,0.257,-0.023
0.148,0.17,-0.226,-0.067,-0.225,0.061
0.258,0.198,-0.056,0.359,-0.432,0.058
0.484,0.346,-0.118,0.325,0.453,0.063
-0.001,0.224,0.075,0.202,-0.24,0.044
0.467,-0.37,-0.042,-0.451,0.258,0.01
-0.152,-0.123,-0.445,0.472,-0.416,0.022
-0.231,-0.239,-0.254,0.124,0.161,-0.03
-0.218,-0.052,0.392,0.051,-0.364,0.044
-0.3,0.301,-0.338,-0.288,0.117,0.03
0.207,0.0,-0.494,-0.01,-0.375,0.058
-0.243,-0.404,0.003,-0.104,0.394,-0.028
0.103,0.393,-0.351,0.438,0.403,0.06
-0.061,-0.102,-0.285,-0.159,-0.358,0.032
0.447,0.107,-0.083,-0.464,0.345,0.054
0.265,0.141,-0.004,0.051,0.451,0.063
-0.321,0.45,-0.019,0.291,0.251,0.037
-0.275,0.354,-0.186,0.23,0.19,0.037
0.445,0.339,-0.147,-0.073,-0.39,0.058
0.464,0.27,-0.314,-0.097,-0.452,0.028
0.172,-0.28,0.267,-0.462,-0.32,0.011
0.046,0.393,0.224,-0.467,0.042,0.051
0.398,-0.377,0.259,0.375,0.159,0.013
-0.318,-0.18,0.023,-0.473,0.049,-0.045
-0.041,-0.486,0.288,-0.47,-0.166,0.0
0.347,-0.15,-0.15,0.419,0.07,0.011
0.466,0.09,-0.016,0.104,-0.33,0.06
0.235,-0.034,-0.219,-0.081,0.412,0.063
-0.055,0.477,-0.321,0.111,0.422,0.037
0.149,-0.119,0.196,-0.024,-0.168,0.078
-0.479,-0.367,0.039,-0.482,0.445,-0.049
-0.481,-0.493,0.201,0.301,0.345,-0.034
0.463,0.048,-0.381,-0.288,0.403,0.054
-0.23,0.434,-0.135,-0.067,0.471,0.037
0.161,-0.389,-0.025,-0.368,0.255,0.008
0.257,-0.216,0.179,0.254,-0.295,0.011
0.001,-0.013,0.492,-0.44,-0.389,0.037
0.432,0.451,0.314,-0.224,-0.116,0.068
0.411,-0.102,-0.41,-0.125,0.258,0.066
0.432,-0.152,-0.217,-0.252,0.456,0.008
0.37,-0.332,-0.38,0.089,0.313,0.009
0.459,-0.362,-0.326,-0.142,0.192,0.006
0.07,-0.174,0.367,0.044,-0.208,0.003
-0.093,0.29,-0.248,0.13,0.239,0.037
-0.455,-0.059,-0.292,0.444,0.119,0.037
-0.073,-0.457,0.109,0.206,0.017,-0.002
-0.058,0.193,0.417,0.263,-0.31,0.044
-0.26,-0.327,-0.283,-0.205,-0.359,-0.032
0.205,0.373,-0.355,-0.29,0.436,0.052
-0.146,0.314,-0.495,0.001,-0.264,0.037
-0.148,0.28,-0.422,-0.2,-0.348,0.03
-0.341,0.009,-0.162,-0.038,0.281,0.037
0.186,-0.247,0.11,-0.403,0.008,0.013
