rtp_fs,ld_ind_fs,spd_rat_adj_fs,ph_fs
0.227,-0.362,-0.157,-0.185
-0.141,0.082,-0.238,-0.173
0.17,0.16,-0.117,-0.173
-0.027,-0.384,-0.15,-0.185
0.151,0.336,0.052,-0.173
0.039,0.17,0.469,-0.206
-0.466,0.207,-0.457,-0.177
0.188,-0.077,-0.045,-0.173
-0.057,-0.459,0.107,-0.25
-0.302,0.319,-0.276,-0.177
-0.213,-0.381,0.448,-0.204
0.385,-0.376,-0.325,-0.185
0.402,0.418,0.07,-0.173
0.43,0.177,0.051,-0.173
0.132,0.349,-0.014,-0.173
0.11,0.448,0.377,-0.188
-0.297,0.367,0.168,-0.177
-0.227,0.295,0.412,-0.196
0.33,0.244,-0.097,-0.173
0.072,0.499,-0.229,-0.173
-0.317,0.271,-0.351,-0.177
0.39,-0.389,0.19,-0.239
0.445,0.26,-0.168,-0.173
0.393,0.462,-0.375,-0.173
-0.254,0.002,0.226,-0.177
0.289,0.483,0.252,-0.173
0.043,0.251,0.287,-0.174
-0.447,0.008,0.359,-0.193
0.301,0.38,0.222,-0.173
-0.296,0.122,0.208,-0.177
-0.364,-0.457,0.303,-0.247
0.001,0.107,-0.426,-0.173
-0.249,-0.125,0.328,-0.178
-0.379,-0.272,-0.444,-0.178
0.275,0.446,0.063,-0.173
0.201,0.149,0.247,-0.173
-0.269,0.478,-0.108,-0.177
0.221,-0.098,0.317,-0.174
0.289,-0.004,0.328,-0.174
0.22,-0.004,-0.165,-0.173
0.113,0.427,-0.312,-0.173
-0.241,0.455,0.441,-0.196
0.103,0.368,0.456,-0.191
-0.409,0.208,-0.454,-0.177
-0.047,-0.164,0.128,-0.173
-0.389,0.454,0.081,-0.177
-0.435,0.146,-0.166,-0.177
-0.062,-0.127,0.442,-0.191
-0.193,-0.129,0.414,-0.191
0.038,0.442,0.26,-0.173
-0.166,-0.377,-0.14,-0.182
-0.112,0.07,0.05,-0.173
0.354,0.251,0.434,-0.191
-0.5,0.43,-0.002,-0.177
0.298,0.244,-0.291,-0.173
0.368,-0.091,-0.074,-0.173
-0.051,0.325,-0.432,-0.173
0.23,0.345,-0.344,-0.173
0.396,-0.479,0.343,-0.25
-0.217,0.226,0.059,-0.177
0.03,0.337,0.458,-0.191
0.221,-0.409,-0.114,-0.239
-0.105,0.377,0.223,-0.173
-0.014,-0.108,0.19,-0.173
-0.403,0.173,-0.242,-0.177
0.204,-0.24,-0.172,-0.173
-0.321,-0.281,0.049,-0.178
0.307,-0.054,0.405,-0.188
-0.268,0.4,-0.374,-0.177
-0.312,0.46,-0.059,-0.177
-0.023,-0.421,0.472,-0.232
-0.229,0.039,-0.401,-0.177
0.219,-0.178,-0.389,-0.173
-0.404,-0.412,-0.062,-0.247
-0.375,0.155,0.267,-0.177
-0.472,0.321,0.262,-0.177
-0.044,-0.423,-0.08,-0.238
0.462,0.151,-0.413,-0.173
-0.31,0.24,0.07,-0.177
0.294,0.012,-0.413,-0.173
0.247,0.229,0.438,-0.191
0.388,-0.058,-0.493,-0.173
-0.497,-0.146,0.071,-0.177
-0.21,0.306,-0.439,-0.177
-0.082,0.217,0.326,-0.173
0.171,0.429,0.266,-0.173
0.106,0.482,0.2,-0.173
-0.398,0.306,0.379,-0.192
0.075,-0.043,-0.415,-0.173
-0.201,-0.349,-0.165,-0.178
0.263,-0.176,0.336,-0.174
0.181,-0.007,0.439,-0.191
0.355,-0.183,-0.308,-0.173
-0.189,-0.47,-0.273,-0.247
-0.073,0.354,-0.359,-0.173
0.286,-0.451,-0.426,-0.249
0.314,0.097,-0.465,-0.173
-0.283,0.335,-0.078,-0.177
-0.327,0.258,-0.203,-0.177
0.138,0.457,-0.441,-0.173
-0.09,0.433,-0.393,-0.173
-0.053,-0.417,-0.329,-0.239
0.357,0.492,0.288,-0.174
0.351,0.17,0.333,-0.174
-0.023,-0.478,0.013,-0.25
0.4,0.147,0.446,-0.191
-0.103,0.261,0.218,-0.173
-0.09,-0.364,-0.04,-0.185
-0.496,0.128,-0.03,-0.177
0.157,0.329,-0.444,-0.173
0.354,0.13,0.358,-0.188
-0.165,-0.412,-0.348,-0.237
-0.479,-0.393,-0.19,-0.247
-0.009,0.216,0.343,-0.188
0.458,0.359,-0.022,-0.173
0.268,0.134,0.365,-0.188
-0.301,-0.455,0.341,-0.247
-0.131,-0.374,0.146,-0.185
0.383,0.407,-0.373,-0.173
-0.476,-0.313,-0.129,-0.178
-0.005,-0.471,-0.007,-0.25
-0.017,0.262,-0.178,-0.173
0.295,-0.086,0.135,-0.173
-0.426,-0.413,0.387,-0.247
0.078,0.184,0.077,-0.173
-0.347,0.364,0.205,-0.177
-0.18,-0.064,0.145,-0.173
-0.438,-0.47,0.163,-0.249
0.5,0.111,0.251,-0.173
0.177,-0.182,0.244,-0.173
-0.258,-0.448,-0.493,-0.247
-0.15,0.161,-0.405,-0.173
0.412,-0.112,-0.028,-0.173
0.047,-0.421,-0.241,-0.238
-0.449,0.463,0.204,-0.177
0.167,-0.2,-0.047,-0.173
-0.123,-0.257,0.262,-0.173
-0.094,-0.471,-0.257,-0.25
-0.26,0.119,0.403,-0.192
0.497,-0.473,0.477,-0.244
0.036,0.27,0.47,-0.206
-0.292,-0.26,-0.33,-0.177
0.139,0.431,-0.076,-0.173
0.376,0.017,-0.321,-0.173
-0.182,0.281,0.053,-0.173
-0.296,0.242,0.362,-0.193
0.328,0.189,-0.47,-0.173
-0.058,-0.392,-0.021,-0.239
-0.1,0.14,-0.296,-0.173
-0.004,-0.404,0.275,-0.239
0.17,-0.393,0.419,-0.232
0.047,0.343,0.077,-0.173
0.304,0.194,-0.443,-0.173
-0.138,-0.338,0.382,-0.188
0.316,0.088,0.214,-0.173
-0.493,-0.023,0.009,-0.177
0.417,-0.028,0.197,-0.173
-0.217,-0.445,-0.072,-0.247
0.208,0.283,-0.043,-0.173
-0.12,0.157,-0.072,-0.173
-0.06,0.207,-0.037,-0.173
-0.348,0.18,0.336,-0.178
-0.371,-0.274,-0.379,-0.178
-0.194,0.061,0.357,-0.188
-0.019,-0.328,0.34,-0.188
0.338,-0.476,-0.128,-0.25
-0.054,0.321,0.441,-0.191
-0.418,0.11,-0.331,-0.177
0.093,-0.181,-0.012,-0.173
-0.457,0.33,0.312,-0.178
-0.153,0.087,-0.421,-0.173
-0.261,0.33,0.073,-0.177
0.053,-0.331,0.037,-0.174
0.058,-0.23,0.364,-0.188
-0.443,-0.333,-0.225,-0.178
0.112,-0.316,0.486,-0.206
-0.313,-0.104,-0.0,-0.177
-0.152,0.241,-0.208,-0.173
0.023,-0.283,0.476,-0.206
-0.447,-0.235,-0.07,-0.177
0.033,-0.202,0.133,-0.173
-0.046,0.416,0.486,-0.206
0.107,-0.145,-0.448,-0.173
-0.241,0.204,-0.453,-0.177
0.415,0.322,-0.037,-0.173
-0.283,-0.258,-0.261,-0.177
0.123,-0.473,0.01,-0.25
0.23,-0.296,-0.371,-0.174
-0.04,0.018,0.358,-0.188
-0.048,-0.032,0.154,-0.173
0.175,0.485,-0.21,-0.173
-0.414,0.089,-0.391,-0.177
0.478,0.484,-0.13,-0.173
0.271,-0.398,-0.059,-0.239
0.302,0.288,0.086,-0.173
-0.326,0.311,-0.455,-0.177
0.307,0.456,0.449,-0.191
0.374,-0.046,0.267,-0.173
0.103,0.154,0.149,-0.173
0.018,0.341,0.319,-0.174
0.157,-0.343,-0.427,-0.174
0.164,0.454,-0.203,-0.173
-0.421,0.484,0.207,-0.177
0.446,0.366,-0.168,-0.173
-0.058,0.107,0.077,-0.173
0.125,0.192,0.435,-0.191
-0.415,0.072,0.366,-0.193
0.105,-0.349,-0.346,-0.174
0.306,0.391,0.272,-0.174
-0.029,-0.386,-0.23,-0.239
-0.474,0.219,0.019,-0.177
-0.257,-0.002,0.147,-0.177
-0.143,0.338,-0.056,-0.173
0.035,0.488,0.482,-0.206
0.144,0.061,0.348,-0.188
-0.415,-0.27,0.485,-0.206
-0.476,-0.385,0.007,-0.247
0.414,-0.296,-0.198,-0.174
-0.35,0.118,0.328,-0.178
0.5,0.499,0.489,-0.206
-0.497,-0.331,-0.102,-0.178
0.441,-0.365,0.371,-0.202
-0.376,0.14,0.451,-0.196
-0.093,0.028,-0.392,-0.173
-0.237,0.169,0.045,-0.177
0.13,-0.238,-0.468,-0.173
0.283,-0.065,0.013,-0.173
0.309,0.351,-0.25,-0.173
0.321,-0.367,0.317,-0.186
0.475,0.21,0.042,-0.173
0.249,0.344,-0.12,-0.173
-0.456,0.247,0.127,-0.177
0.011,0.3,0.151,-0.173
0.499,0.208,-0.048,-0.173
-0.179,0.026,-0.485,-0.173
0.354,-0.052,-0.001,-0.173
-0.182,-0.171,-0.042,-0.173
0.463,-0.294,0.16,-0.174
-0.304,-0.232,-0.244,-0.177
0.247,0.323,-0.174,-0.173
-0.231,-0.061,-0.195,-0.177
-0.02,0.473,-0.4,-0.173
-0.319,-0.382,-0.154,-0.186
0.215,-0.13,-0.234,-0.173
-0.08,0.181,-0.233,-0.173
0.171,0.254,-0.464,-0.173
0.435,0.27,-0.367,-0.173
-0.142,-0.074,-0.334,-0.173
0.31,-0.253,-0.419,-0.173
0.092,0.246,-0.043,-0.173
0.118,0.391,0.457,-0.191
0.244,-0.385,0.455,-0.232
0.295,0.469,-0.342,-0.173
0.368,-0.394,-0.263,-0.239
-0.096,-0.474,0.401,-0.25
-0.433,-0.383,-0.226,-0.186
-0.026,-0.166,-0.024,-0.173
-0.456,-0.415,0.046,-0.247
-0.192,-0.035,0.401,-0.188
-0.046,0.073,0.071,-0.173
0.374,-0.125,-0.169,-0.173
-0.273,-0.052,-0.221,-0.177
0.015,0.374,0.32,-0.174
0.356,-0.414,-0.078,-0.239
-0.303,0.449,0.4,-0.192
-0.199,0.228,0.017,-0.177
-0.07,-0.454,-0.301,-0.249
-0.432,-0.145,0.059,-0.177
0.026,0.321,0.46,-0.191
-0.276,-0.364,-0.477,-0.186
0.034,0.015,0.332,-0.174
-0.297,-0.226,0.061,-0.177
-0.21,-0.382,-0.272,-0.186
-0.272,0.032,0.136,-0.177
0.41,-0.318,0.467,-0.206
-0.231,0.463,-0.381,-0.177
0.459,-0.391,0.184,-0.239
0.385,-0.002,-0.177,-0.173
0.365,-0.325,0.308,-0.175
-0.208,-0.298,0.43,-0.196
-0.108,-0.197,0.156,-0.173
0.157,-0.067,-0.139,-0.173
0.468,0.243,0.232,-0.173
-0.036,-0.119,0.469,-0.206
-0.195,-0.195,0.092,-0.177
0.168,0.192,-0.445,-0.173
-0.231,0.16,-0.188,-0.177
0.278,-0.287,-0.329,-0.174
0.258,0.356,-0.447,-0.173
-0.328,-0.308,0.076,-0.178
-0.127,-0.217,0.213,-0.173
0.28,0.332,0.301,-0.174
-0.139,0.364,0.085,-0.173
-0.476,-0.338,0.323,-0.179
0.103,-0.315,0.053,-0.174
-0.126,-0.108,0.018,-0.173
0.178,-0.367,-0.102,-0.185
0.193,-0.352,-0.112,-0.174
0.414,0.353,-0.21,-0.173
-0.315,-0.477,-0.254,-0.249
-0.363,-0.378,0.181,-0.186
-0.148,0.022,-0.341,-0.173
0.498,0.075,-0.231,-0.173
0.415,-0.089,-0.025,-0.173
-0.279,0.354,0.227,-0.177
-0.447,0.293,0.298,-0.178
-0.218,0.473,-0.125,-0.177
0.372,0.388,-0.15,-0.173
-0.456,-0.21,0.152,-0.177
0.093,-0.003,0.133,-0.173
-0.49,0.37,-0.412,-0.177
-0.041,-0.049,-0.099,-0.173
0.01,0.45,0.022,-0.173
-0.237,-0.091,-0.172,-0.177
0.458,0.179,-0.127,-0.173
-0.114,0.205,0.395,-0.188
0.07,-0.254,-0.251,-0.173
0.377,0.201,-0.056,-0.173
0.224,-0.466,0.477,-0.244
-0.38,-0.305,0.452,-0.196
-0.085,0.246,0.39,-0.188
-0.178,-0.043,-0.151,-0.173
-0.087,-0.443,0.042,-0.249
0.471,0.372,0.454,-0.191
0.141,0.496,0.481,-0.206
0.159,-0.33,-0.425,-0.174
0.5,0.283,-0.368,-0.173
0.382,0.209,-0.309,-0.173
-0.316,0.325,-0.434,-0.177
-0.03,-0.353,0.127,-0.174
-0.47,-0.399,-0.435,-0.247
-0.418,0.457,-0.026,-0.177
0.074,0.346,-0.034,-0.173
0.498,-0.493,-0.205,-0.25
0.429,0.446,0.117,-0.173
0.379,-0.169,0.36,-0.188
-0.091,-0.173,0.08,-0.173
-0.402,-0.198,0.075,-0.177
0.375,-0.223,-0.326,-0.173
-0.362,-0.461,0.191,-0.249
0.443,0.414,-0.224,-0.173
-0.035,0.172,-0.272,-0.173
-0.154,-0.382,-0.156,-0.182
-0.073,0.374,0.032,-0.173
-0.02,0.354,0.133,-0.173
0.379,0.354,0.234,-0.173
-0.301,0.397,0.471,-0.206
-0.134,-0.129,0.219,-0.173
0.334,-0.376,0.292,-0.186
0.333,-0.433,-0.091,-0.238
0.229,-0.024,-0.352,-0.173
-0.318,0.28,0.267,-0.177
0.138,0.454,0.206,-0.173
-0.052,0.185,-0.388,-0.173
0.007,-0.378,0.257,-0.185
0.1,-0.315,-0.161,-0.174
0.39,-0.148,0.061,-0.173
0.149,0.337,-0.491,-0.173
-0.226,0.027,-0.049,-0.177
-0.315,0.495,0.485,-0.206
-0.055,-0.252,-0.334,-0.173
0.269,-0.386,-0.198,-0.239
-0.197,0.051,-0.079,-0.177
0.224,-0.44,-0.426,-0.238
0.031,-0.089,0.112,-0.173
0.299,0.346,0.2,-0.173
-0.308,-0.095,-0.129,-0.177
0.471,-0.08,-0.418,-0.173
0.185,0.409,-0.276,-0.173
-0.479,0.089,0.169,-0.177
-0.297,0.345,-0.436,-0.177
0.005,-0.11,0.39,-0.188
0.419,-0.107,0.162,-0.173
-0.222,-0.306,-0.369,-0.178
-0.196,0.278,0.1,-0.177
-0.021,-0.036,-0.096,-0.173
-0.01,0.419,0.02,-0.173
0.015,0.411,0.475,-0.206
0.185,-0.406,0.467,-0.232
-0.126,-0.421,0.418,-0.232
0.026,-0.469,0.436,-0.244
0.311,0.245,0.409,-0.188
0.069,0.36,-0.156,-0.173
-0.411,0.447,0.085,-0.177
-0.03,-0.055,0.032,-0.173
0.18,-0.278,-0.377,-0.174
0.175,-0.111,0.036,-0.173
-0.112,-0.102,0.272,-0.173
0.141,-0.007,-0.402,-0.173
-0.474,0.477,-0.446,-0.177
0.052,0.005,-0.253,-0.173
-0.043,-0.096,0.115,-0.173
0.174,-0.116,-0.318,-0.173
0.363,-0.239,-0.152,-0.173
-0.066,-0.109,0.262,-0.173
0.139,0.167,-0.268,-0.173
0.182,0.24,-0.403,-0.173
-0.091,-0.339,0.04,-0.174
0.327,0.345,0.251,-0.173
0.357,0.19,0.362,-0.188
0.165,-0.126,-0.066,-0.173
0.22,0.338,-0.096,-0.173
0.008,-0.478,0.227,-0.25
-0.329,-0.085,0.289,-0.178
0.39,-0.418,0.228,-0.239
-0.487,-0.46,-0.121,-0.249
0.158,0.094,0.489,-0.206
-0.373,0.314,0.312,-0.178
-0.147,0.25,0.483,-0.206
0.02,-0.287,-0.325,-0.174
-0.188,-0.317,-0.258,-0.174
-0.304,0.15,-0.134,-0.177
0.13,0.032,-0.081,-0.173
-0.476,0.384,-0.327,-0.177
-0.497,0.175,-0.038,-0.177
0.172,0.381,-0.22,-0.173
0.189,-0.469,-0.037,-0.25
0.249,0.154,0.442,-0.191
0.483,0.133,-0.091,-0.173
0.415,-0.078,0.23,-0.173
0.494,-0.304,0.448,-0.191
0.082,-0.389,0.328,-0.239
-0.299,0.254,-0.269,-0.177
-0.054,-0.041,-0.4,-0.173
0.237,0.39,-0.044,-0.173
-0.118,0.102,-0.352,-0.173
0.121,-0.215,0.246,-0.173
-0.187,0.287,0.116,-0.173
-0.138,0.374,0.163,-0.173
0.479,-0.408,0.029,-0.239
0.413,-0.392,-0.04,-0.239
-0.066,0.407,0.214,-0.173
0.096,0.145,-0.437,-0.173
0.34,0.184,0.099,-0.173
-0.187,0.427,0.252,-0.173
-0.233,0.32,0.124,-0.177
-0.295,0.312,-0.317,-0.177
-0.262,0.214,-0.236,-0.177
-0.481,-0.388,-0.319,-0.247
-0.181,0.229,0.463,-0.191
0.224,0.273,0.127,-0.173
-0.016,-0.053,0.424,-0.191
-0.204,0.257,-0.044,-0.177
-0.127,0.011,-0.44,-0.173
0.025,-0.177,-0.269,-0.173
0.312,0.195,0.097,-0.173
0.3,-0.436,-0.03,-0.238
-0.138,0.125,0.032,-0.173
0.168,-0.375,-0.154,-0.185
0.053,-0.128,-0.022,-0.173
0.453,-0.267,-0.332,-0.174
-0.247,0.101,-0.232,-0.177
0.035,0.23,-0.028,-0.173
0.41,-0.457,0.063,-0.249
0.405,-0.118,0.287,-0.174
0.324,0.311,-0.034,-0.173
-0.247,0.015,-0.415,-0.177
0.02,0.033,0.487,-0.206
0.023,0.182,-0.001,-0.173
0.294,0.115,0.031,-0.173
-0.478,0.301,0.157,-0.177
-0.108,-0.46,0.335,-0.25
0.112,-0.295,-0.056,-0.174
-0.333,-0.036,-0.048,-0.177
0.306,0.446,-0.101,-0.173
-0.033,-0.259,0.293,-0.173
-0.102,-0.423,-0.192,-0.238
-0.254,-0.05,0.155,-0.177
-0.303,-0.393,-0.485,-0.247
0.044,-0.001,0.467,-0.206
0.48,-0.308,0.236,-0.174
-0.311,-0.374,-0.23,-0.186
-0.299,-0.495,-0.16,-0.249
0.184,0.001,0.486,-0.206
0.233,0.091,-0.13,-0.173
0.072,0.316,0.44,-0.191
0.042,-0.004,0.13,-0.173
0.243,-0.062,-0.142,-0.173
-0.122,-0.295,0.247,-0.174
-0.192,-0.475,0.113,-0.247
-0.434,-0.196,-0.472,-0.177
0.146,-0.448,-0.419,-0.249
0.229,-0.207,-0.212,-0.173
-0.205,-0.373,0.096,-0.186
0.416,0.315,-0.116,-0.173
0.073,-0.299,-0.314,-0.174
0.471,0.233,-0.147,-0.173
-0.18,0.339,0.036,-0.173
0.096,0.497,-0.092,-0.173
0.311,-0.482,0.386,-0.25
0.285,0.474,-0.341,-0.173
0.46,0.463,0.466,-0.206
-0.46,-0.487,-0.084,-0.249
-0.432,-0.233,0.081,-0.177
0.044,0.179,-0.335,-0.173
0.158,0.298,-0.332,-0.173
0.157,0.452,0.018,-0.173
0.5,0.099,0.147,-0.173
0.153,0.078,0.338,-0.174
-0.352,-0.026,-0.429,-0.177
-0.073,-0.163,0.344,-0.188
0.162,-0.175,-0.008,-0.173
-0.049,0.05,-0.446,-0.173
-0.095,-0.144,0.32,-0.173
-0.477,-0.308,0.267,-0.178
0.271,0.197,-0.016,-0.173
0.166,-0.254,-0.271,-0.173
-0.225,-0.443,-0.495,-0.247
0.216,0.402,-0.211,-0.173
0.432,0.038,-0.339,-0.173
-0.22,0.223,0.239,-0.177
0.052,0.37,-0.466,-0.173
-0.112,-0.411,0.339,-0.239
-0.296,0.194,-0.376,-0.177
0.094,0.326,0.319,-0.174
-0.014,0.025,0.365,-0.188
0.402,0.185,0.083,-0.173
-0.224,0.027,0.029,-0.177
0.067,-0.316,0.016,-0.174
-0.167,0.091,-0.218,-0.173
0.391,0.289,-0.122,-0.173
0.261,-0.434,-0.336,-0.238
0.287,-0.441,0.211,-0.238
-0.059,0.004,-0.384,-0.173
0.445,0.35,0.087,-0.173
0.377,0.123,-0.345,-0.173
-0.203,0.384,0.342,-0.193
-0.292,0.391,-0.255,-0.177
-0.128,0.087,0.314,-0.173
-0.232,0.062,-0.234,-0.177
-0.332,-0.387,0.493,-0.254
-0.372,0.093,-0.167,-0.177
-0.08,0.425,-0.082,-0.173
0.362,0.267,0.418,-0.191
0.461,0.293,0.139,-0.173
-0.143,-0.172,0.1,-0.173
-0.137,-0.363,0.492,-0.21
0.006,-0.241,0.023,-0.173
-0.006,-0.111,-0.19,-0.173
0.429,-0.198,0.055,-0.173
0.322,-0.496,-0.205,-0.25
-0.162,0.263,0.38,-0.188
0.365,-0.344,0.223,-0.174
0.199,0.104,0.096,-0.173
-0.057,-0.057,0.171,-0.173
-0.352,0.161,0.373,-0.193
0.477,0.34,0.415,-0.191
0.306,0.002,0.165,-0.173
0.228,-0.036,-0.425,-0.173
-0.153,-0.298,0.393,-0.188
0.176,-0.062,0.223,-0.173
-0.177,0.456,-0.27,-0.173
0.343,0.08,0.391,-0.188
-0.492,-0.09,-0.365,-0.177
0.235,-0.213,0.466,-0.206
-0.161,0.36,0.373,-0.188
-0.394,0.37,-0.48,-0.177
-0.096,0.387,-0.236,-0.173
-0.107,-0.257,-0.201,-0.173
0.251,-0.219,-0.036,-0.173
-0.326,0.453,-0.322,-0.177
0.107,0.353,0.221,-0.173
-0.126,0.43,0.028,-0.173
0.43,-0.369,-0.371,-0.185
-0.2,0.29,-0.103,-0.177
-0.118,-0.431,-0.124,-0.238
-0.225,-0.051,0.312,-0.178
-0.443,-0.022,-0.185,-0.177
0.013,0.241,0.202,-0.173
-0.036,-0.017,-0.189,-0.173
0.455,-0.031,0.178,-0.173
-0.12,0.252,-0.159,-0.173
-0.436,-0.448,0.404,-0.247
-0.465,-0.071,0.104,-0.177
-0.404,0.145,-0.48,-0.177
0.183,0.314,0.345,-0.188
-0.388,0.011,-0.336,-0.177
-0.037,0.211,0.104,-0.173
-0.214,0.321,0.294,-0.178
-0.471,-0.213,0.417,-0.196
0.14,0.094,-0.019,-0.173
-0.294,0.414,0.324,-0.178
-0.1,-0.197,-0.306,-0.173
0.208,-0.489,0.196,-0.25
0.201,-0.199,-0.23,-0.173
0.254,0.039,0.351,-0.188
-0.145,-0.311,0.34,-0.188
-0.005,-0.404,0.134,-0.239
-0.031,-0.182,0.324,-0.173
-0.457,-0.407,0.191,-0.247
0.389,0.043,0.283,-0.174
0.285,-0.189,0.482,-0.206
0.087,0.007,0.125,-0.173
-0.125,-0.251,0.181,-0.173
0.238,-0.49,-0.214,-0.25
-0.314,0.437,-0.175,-0.177
-0.427,0.223,-0.065,-0.177
-0.02,-0.216,-0.302,-0.173
0.181,-0.269,0.124,-0.174
-0.225,-0.417,-0.433,-0.237
-0.132,-0.135,-0.088,-0.173
0.36,0.06,-0.13,-0.173
0.404,-0.035,-0.173,-0.173
0.033,-0.255,-0.403,-0.173
0.142,0.367,0.387,-0.188
0.188,-0.106,0.297,-0.174
0.226,-0.233,-0.251,-0.173
-0.01,0.256,-0.275,-0.173
-0.184,-0.145,-0.209,-0.173
-0.14,-0.2,0.479,-0.206
-0.362,-0.107,0.392,-0.192
-0.169,-0.345,0.291,-0.175
-0.301,0.132,0.082,-0.177
0.045,0.37,0.006,-0.173
-0.403,0.259,0.395,-0.192
0.37,-0.321,0.239,-0.174
0.452,-0.412,0.076,-0.239
-0.026,0.309,0.445,-0.191
-0.435,0.17,0.195,-0.177
-0.293,-0.297,0.257,-0.178
-0.204,0.009,0.492,-0.206
-0.417,-0.137,-0.478,-0.177
-0.122,-0.318,-0.064,-0.174
-0.475,-0.333,0.22,-0.178
-0.293,0.417,-0.429,-0.177
0.319,-0.083,-0.282,-0.173
-0.069,-0.466,0.125,-0.25
-0.48,0.347,0.091,-0.177
-0.201,-0.332,-0.015,-0.178
0.222,-0.288,0.063,-0.174
0.276,-0.158,0.278,-0.174
-0.14,-0.17,0.369,-0.188
-0.021,-0.192,-0.393,-0.173
-0.201,-0.315,-0.453,-0.178
-0.032,0.184,0.254,-0.173
0.253,0.304,0.146,-0.173
0.232,0.437,0.327,-0.174
-0.108,0.294,-0.031,-0.173
-0.308,0.367,0.012,-0.177
-0.015,0.269,0.086,-0.173
-0.262,0.488,0.149,-0.177
0.252,-0.088,-0.18,-0.173
-0.067,-0.0,0.009,-0.173
-0.055,-0.099,0.175,-0.173
0.458,-0.368,0.303,-0.186
0.072,-0.382,0.214,-0.185
0.205,-0.176,0.319,-0.174
-0.089,0.095,0.215,-0.173
0.019,-0.296,-0.421,-0.174
0.488,-0.287,-0.36,-0.174
0.422,-0.331,0.005,-0.174
-0.404,0.016,0.299,-0.178
-0.41,-0.097,0.127,-0.177
-0.435,-0.083,-0.046,-0.177
0.216,0.184,-0.401,-0.173
-0.439,0.029,0.139,-0.177
-0.256,0.426,0.131,-0.177
-0.024,0.42,-0.005,-0.173
-0.068,0.29,0.469,-0.206
0.197,0.492,0.283,-0.174
-0.183,-0.238,0.207,-0.173
0.421,0.498,-0.426,-0.173
-0.154,0.347,0.229,-0.173
0.114,-0.359,-0.429,-0.185
0.208,0.098,-0.176,-0.173
0.204,0.47,-0.222,-0.173
-0.197,0.022,0.267,-0.177
-0.211,0.369,-0.417,-0.177
-0.422,-0.117,-0.486,-0.177
-0.167,0.224,0.066,-0.173
-0.262,-0.289,0.456,-0.196
-0.438,-0.205,0.342,-0.193
-0.033,-0.495,0.193,-0.25
0.357,0.191,0.348,-0.188
-0.315,-0.036,-0.265,-0.177
0.114,0.221,0.203,-0.173
-0.008,-0.175,-0.42,-0.173
0.355,-0.054,0.164,-0.173
-0.219,-0.297,-0.028,-0.178
-0.472,0.484,-0.259,-0.177
0.191,0.042,0.002,-0.173
0.459,0.486,-0.417,-0.173
0.377,-0.132,0.432,-0.191
-0.235,-0.122,0.021,-0.177
-0.123,0.33,-0.04,-0.173
0.113,0.389,-0.31,-0.173
-0.331,-0.305,0.342,-0.193
-0.413,-0.335,-0.466,-0.178
-0.445,0.178,-0.368,-0.177
0.457,-0.057,-0.43,-0.173
0.374,-0.146,-0.055,-0.173
-0.095,0.15,0.065,-0.173
0.012,-0.228,-0.039,-0.173
-0.316,-0.169,0.268,-0.177
-0.466,0.225,0.364,-0.193
-0.118,0.08,-0.499,-0.173
0.3,0.017,-0.462,-0.173
-0.091,0.453,0.379,-0.188
0.028,0.256,0.07,-0.173
0.112,0.121,0.307,-0.174
0.341,-0.441,-0.354,-0.249
-0.236,0.337,0.466,-0.206
0.161,-0.295,0.055,-0.174
-0.197,0.115,0.279,-0.178
-0.464,-0.055,0.339,-0.178
0.325,0.116,-0.4,-0.173
-0.051,0.089,-0.469,-0.173
-0.318,-0.14,0.221,-0.177
0.395,-0.322,-0.365,-0.174
0.044,-0.087,0.346,-0.188
-0.365,0.02,-0.497,-0.177
-0.057,-0.199,-0.338,-0.173
0.387,-0.293,-0.173,-0.174
-0.279,-0.357,-0.313,-0.178
-0.45,-0.431,-0.171,-0.246
0.146,0.195,0.197,-0.173
-0.384,0.331,0.198,-0.177
0.386,0.469,0.379,-0.188
0.412,0.282,0.199,-0.173
-0.052,-0.302,0.08,-0.174
0.39,-0.25,0.371,-0.188
0.386,-0.484,0.293,-0.25
0.264,0.129,0.329,-0.174
0.309,-0.336,0.471,-0.202
-0.158,-0.455,0.271,-0.247
-0.172,-0.158,-0.371,-0.173
-0.318,0.476,-0.46,-0.177
-0.129,0.209,-0.332,-0.173
-0.43,-0.019,-0.355,-0.177
-0.471,-0.168,0.08,-0.177
0.428,0.465,-0.024,-0.173
0.406,-0.361,-0.222,-0.185
0.348,-0.028,-0.488,-0.173
0.188,0.132,0.22,-0.173
-0.235,-0.373,0.308,-0.187
-0.35,-0.118,-0.24,-0.177
-0.269,-0.009,-0.139,-0.177
0.051,0.189,-0.151,-0.173
0.192,-0.492,0.015,-0.25
0.188,-0.148,0.246,-0.173
0.034,-0.315,0.483,-0.206
0.369,0.269,-0.271,-0.173
-0.137,-0.305,0.453,-0.191
-0.314,0.017,-0.286,-0.177
0.355,0.103,0.314,-0.174
-0.321,-0.35,0.09,-0.178
0.447,0.189,0.34,-0.188
-0.479,-0.016,-0.016,-0.177
0.266,-0.393,-0.148,-0.239
0.324,-0.328,0.353,-0.188
-0.318,0.003,0.183,-0.177
0.149,0.255,-0.007,-0.173
0.038,-0.276,-0.261,-0.174
-0.199,-0.412,0.351,-0.237
-0.114,-0.025,0.155,-0.173
